iter	MultiClass
1514	0.2902974498
1515	0.2901956074
1516	0.2901242861
1517	0.2900733665
1518	0.2900125177
1519	0.2899627988
1520	0.2899363862
1521	0.2899058859
1522	0.2898434348
1523	0.2897914565
1524	0.2897477429
1525	0.2897110806
1526	0.28966886
1527	0.28963535
1528	0.2895973561
1529	0.2895696145
1530	0.2895046549
1531	0.2894732162
1532	0.2894500173
1533	0.289422304
1534	0.2893867818
1535	0.2893160432
1536	0.2892774924
1537	0.289248944
1538	0.2892184363
1539	0.2891690916
1540	0.2891103658
1541	0.2890369451
1542	0.2890027586
1543	0.2889409619
1544	0.2888872375
1545	0.2888276347
1546	0.2887818648
1547	0.2887416627
1548	0.288676484
1549	0.2886320612
1550	0.2885926356
1551	0.2885333161
1552	0.2884621494
1553	0.2884155699
1554	0.2883871778
1555	0.2883638727
1556	0.2882939232
1557	0.2882157251
1558	0.2881759539
1559	0.2881270025
1560	0.2880517413
1561	0.288026985
1562	0.2879595071
1563	0.2878974549
1564	0.2878485984
1565	0.2877980376
1566	0.2877286998
1567	0.2876605856
1568	0.2876243305
1569	0.2875673319
1570	0.2875416426
1571	0.2875024345
1572	0.2874541708
1573	0.2874084358
1574	0.2873630169
1575	0.287324351
1576	0.2872965452
1577	0.2872167065
1578	0.2872044514
1579	0.2871232131
1580	0.2870369305
1581	0.2870028002
1582	0.2869781365
1583	0.286937013
1584	0.2868845058
1585	0.2868423191
1586	0.2868079836
1587	0.2867458941
1588	0.2866947354
1589	0.2866652539
1590	0.2866256269
1591	0.2865737002
1592	0.2864852908
1593	0.2864454482
1594	0.2863752647
1595	0.2863486728
1596	0.2863377311
1597	0.2862700075
1598	0.2862315159
1599	0.286182228
1600	0.286125315
1601	0.2860976785
1602	0.2860630369
1603	0.2860331368
1604	0.2859839403
1605	0.2859546174
1606	0.2858953959
1607	0.2858701758
1608	0.2857999735
1609	0.2857793046
1610	0.2857411153
1611	0.2857151052
1612	0.2856700033
1613	0.2855981694
1614	0.2855492369
1615	0.2855139462
1616	0.2854590917
1617	0.2854325483
1618	0.2853871725
1619	0.2853603361
1620	0.2853160289
1621	0.2852767846
1622	0.2851975079
1623	0.2851496143
1624	0.2851176378
1625	0.2850491835
1626	0.2850038559
1627	0.2849200407
1628	0.2848580826
1629	0.2848018597
1630	0.2847758824
1631	0.2847218927
1632	0.2847069686
1633	0.2846182853
1634	0.2845855418
1635	0.2845256617
1636	0.2844493927
1637	0.2843947809
1638	0.2843485904
1639	0.2842882546
1640	0.2842314002
1641	0.2841755915
1642	0.2841234126
1643	0.2841012018
1644	0.2840511067
1645	0.2839949667
1646	0.2839685253
1647	0.2838714409
1648	0.2838351867
1649	0.2837800351
1650	0.2837311278
1651	0.2837088086
1652	0.2836667387
1653	0.283584028
1654	0.28355414
1655	0.2835112307
1656	0.2834784584
1657	0.2834351731
1658	0.283414234
1659	0.2833915718
1660	0.2833608407
1661	0.2833306521
1662	0.2832800013
1663	0.2832305155
1664	0.2831601163
1665	0.2831058491
1666	0.2830789391
1667	0.2830546636
1668	0.2830044597
1669	0.2829801691
1670	0.2829557723
1671	0.2829298833
1672	0.2828850447
1673	0.2828442978
1674	0.282807291
1675	0.2827412451
1676	0.2826760917
1677	0.2826291546
1678	0.2825496428
1679	0.2825208894
1680	0.2824910919
1681	0.2824384615
1682	0.2823922483
1683	0.282348814
1684	0.2822490047
1685	0.282162065
1686	0.2820902334
1687	0.2820565634
1688	0.2819856155
1689	0.2819386743
1690	0.2819012644
1691	0.2818635474
1692	0.2818313807
1693	0.2817826851
1694	0.281723292
1695	0.2816944894
1696	0.2816542146
1697	0.2816135276
1698	0.2815831932
1699	0.2815534415
1700	0.281495373
1701	0.2814661649
1702	0.2814343782
1703	0.2813670919
1704	0.281341246
1705	0.2813053732
1706	0.2812716353
1707	0.2812110352
1708	0.2811620788
1709	0.281139015
1710	0.2811249228
1711	0.2810844879
1712	0.2810588593
1713	0.2810196311
1714	0.2809785202
1715	0.2809133256
1716	0.2808810852
1717	0.28085674
1718	0.2808110682
1719	0.2807630872
1720	0.2806948722
1721	0.2806613883
1722	0.2806460751
1723	0.2805970311
1724	0.2805822733
1725	0.2804986641
1726	0.2804374165
1727	0.2803701453
1728	0.2803147774
1729	0.2802933027
1730	0.2802497319
1731	0.2801803829
1732	0.2801567458
1733	0.2800921395
1734	0.2800403722
1735	0.2799947063
1736	0.279919515
1737	0.279888969
1738	0.2798171536
1739	0.2797820691
1740	0.2797421382
1741	0.2796831325
1742	0.2796576419
1743	0.2795876573
1744	0.2795730883
1745	0.2795335031
1746	0.2794543798
1747	0.279411751
1748	0.2793156727
1749	0.2792560054
1750	0.2792182404
1751	0.27915476
1752	0.2791177847
1753	0.279077938
1754	0.2790183666
1755	0.2789815249
1756	0.2789345672
1757	0.2789131875
1758	0.278878327
1759	0.278851579
1760	0.2788260879
1761	0.2787749353
1762	0.2787182906
1763	0.2786963962
1764	0.2786296876
1765	0.278576967
1766	0.2785503741
1767	0.2785134394
1768	0.2784692495
1769	0.2784357353
1770	0.2784087883
1771	0.2783474988
1772	0.2783240546
1773	0.2782676367
1774	0.2782182511
1775	0.2781622877
1776	0.2781102208
1777	0.2780763794
1778	0.2780078959
1779	0.2779519944
1780	0.2779136553
1781	0.2778711544
1782	0.2778260171
1783	0.2777882334
1784	0.2777427137
1785	0.2777095491
1786	0.2776461167
1787	0.2776136409
1788	0.277574116
1789	0.2775076655
1790	0.2774630654
1791	0.2774372695
1792	0.277378184
1793	0.2773306962
1794	0.277277285
1795	0.2772391514
1796	0.2772128755
1797	0.27710004
1798	0.2770592631
1799	0.2770107397
1800	0.2769803357
1801	0.2769523641
1802	0.2769004542
1803	0.2768784358
1804	0.2768517241
1805	0.2768267597
1806	0.2767844426
1807	0.2767362468
1808	0.2767069688
1809	0.2766742106
1810	0.2766467923
1811	0.2766117562
1812	0.2765591704
1813	0.2765266931
1814	0.2764735849
1815	0.2764330835
1816	0.2763769166
1817	0.2763255629
1818	0.2762775446
1819	0.2762461735
1820	0.2761732658
1821	0.2761419826
1822	0.2761095562
1823	0.2760732409
1824	0.2759933374
1825	0.2759852518
1826	0.2759357627
1827	0.275851586
1828	0.2757621689
1829	0.2757185868
1830	0.2756915563
1831	0.2756732162
1832	0.2756166287
1833	0.2755824108
1834	0.2755254085
1835	0.2754830696
1836	0.2754273922
1837	0.2753899083
1838	0.2753112286
1839	0.2752579506
1840	0.2752214404
1841	0.2751910541
1842	0.2751718388
1843	0.2751427317
1844	0.2750877698
1845	0.2750620531
1846	0.2750158973
1847	0.2749789584
1848	0.2749372923
1849	0.2748609703
1850	0.2747986857
1851	0.2747476497
1852	0.2747133523
1853	0.2746679662
1854	0.2746259673
1855	0.2745429604
1856	0.2744882098
1857	0.274452125
1858	0.2744081566
1859	0.2743795143
1860	0.2743598858
1861	0.2742914349
1862	0.2742509212
1863	0.2742288561
1864	0.274183612
1865	0.2741457335
1866	0.2741003165
1867	0.2740653309
1868	0.2739769083
1869	0.2739324973
1870	0.2738721758
1871	0.2737953812
1872	0.2737620729
1873	0.2737018045
1874	0.2736252952
1875	0.2735865421
1876	0.2735570613
1877	0.2735156909
1878	0.2734832441
1879	0.2734354538
1880	0.2733654844
1881	0.2733400891
1882	0.2732853684
1883	0.2732261682
1884	0.2731897073
1885	0.2731574901
1886	0.273137437
1887	0.2731061044
1888	0.2730765954
1889	0.2730268339
1890	0.2729904232
1891	0.2729563824
1892	0.2729207518
1893	0.2728883768
1894	0.2728494754
1895	0.2728131015
1896	0.2727891771
1897	0.272762253
1898	0.2727206138
1899	0.2726308411
1900	0.2725883832
1901	0.272539945
1902	0.272491716
1903	0.2724022432
1904	0.2723403843
1905	0.2722932876
1906	0.2722172792
1907	0.2721692706
1908	0.2721299524
1909	0.2720707433
1910	0.272052989
1911	0.2720196327
1912	0.2720029619
1913	0.2719689533
1914	0.2718906473
1915	0.2718768078
1916	0.2717995255
1917	0.2717430696
1918	0.2716891334
1919	0.2716595199
1920	0.2716317642
1921	0.2715473972
1922	0.2715170549
1923	0.2714725088
1924	0.2714147672
1925	0.2713850986
1926	0.2713543664
1927	0.2713110299
1928	0.2712867629
1929	0.2712309419
1930	0.2711735557
1931	0.2711195092
1932	0.2710975548
1933	0.2710423999
1934	0.2710094149
1935	0.270988342
1936	0.2709102877
1937	0.2708318698
1938	0.2707542211
1939	0.2707193416
1940	0.2706993257
1941	0.2706646156
1942	0.2706026343
1943	0.2705639783
1944	0.2705388333
1945	0.2705244437
1946	0.270506483
1947	0.2704669981
1948	0.2704449244
1949	0.2704258663
1950	0.2704052989
1951	0.2703584141
1952	0.2703425203
1953	0.2703025565
1954	0.2702258741
1955	0.2702051724
1956	0.2701490731
1957	0.2700808057
1958	0.2700473085
1959	0.2699996325
1960	0.2699129701
1961	0.2698858383
1962	0.2698669844
1963	0.2698280933
1964	0.2697893553
1965	0.2697570694
1966	0.2697005175
1967	0.2696464619
1968	0.2696116399
1969	0.2695702471
1970	0.2695262609
1971	0.2694868577
1972	0.2694489129
1973	0.2693860171
1974	0.2693515352
1975	0.2693093516
1976	0.269278512
1977	0.2692442429
1978	0.269220927
1979	0.2691654981
1980	0.2691379483
1981	0.2691081444
1982	0.2690584868
1983	0.2690101417
1984	0.2689816328
1985	0.2689674817
1986	0.2689370477
1987	0.2689051034
1988	0.2688703922
1989	0.2687905226
1990	0.2687523031
1991	0.2687095289
1992	0.2686565561
1993	0.2686345892
1994	0.2686018117
1995	0.2685616759
1996	0.2685215738
1997	0.2684691396
1998	0.2684312342
1999	0.2684017136
